canonical_smiles,molecule_chembl_id,standard_type,standard_units,standard_value,type,units,value,target_name
c1ncc(-c2cc(CCN3CCOCC3)no2)cc1OC[C@@H]1CCN1,CHEMBL2178334,EC50,nM,1000.0,EC50,nM,1000.0,CHRNA1
FCCCc1cc(-c2cncc(OC[C@@H]3CCN3)c2)on1,CHEMBL2178333,EC50,nM,1000.0,EC50,nM,1000.0,CHRNA1
FC(F)CCc1cc(-c2cncc(OC[C@@H]3CCN3)c2)on1,CHEMBL2178332,EC50,nM,1000.0,EC50,nM,1000.0,CHRNA1
COCCc1cc(-c2cncc(OC[C@@H]3CCN3)c2)on1,CHEMBL2178331,EC50,nM,1000.0,EC50,nM,1000.0,CHRNA1
CN1CCC[C@H]1COc1cncc(-c2cc(CCO)no2)c1,CHEMBL2178330,EC50,nM,1000.0,EC50,nM,1000.0,CHRNA1
OCCCc1cc(-c2cncc(OC[C@@H]3CCCN3)c2)on1,CHEMBL2178329,EC50,nM,1000.0,EC50,nM,1000.0,CHRNA1
OCCc1cc(-c2cncc(OC[C@@H]3CCCN3)c2)on1,CHEMBL2178328,EC50,nM,1000.0,EC50,nM,1000.0,CHRNA1
OCCc1cc(-c2cncc(OC[C@@H]3CCN3)c2)on1,CHEMBL1852406,EC50,nM,1000.0,EC50,nM,1000.0,CHRNA1
c1cncc(OC[C@@H]2CCN2)c1,CHEMBL59986,Ki,nM,314.0,Ki,nM,314.0,CHRNA1
CN1CCC[C@H]1c1cccnc1,CHEMBL3,IC50,nM,21000.0,IC50,uM,21.0,CHRNA1
Clc1ccc(C2CC3CCC2N3)cn1,CHEMBL6623,IC50,nM,160.0,IC50,uM,0.16,CHRNA1
N=c1sccn1Cc1ccc(Cl)nc1,CHEMBL72675,IC50,nM,8000.0,IC50,uM,8.0,CHRNA1
N=C1SCCN1Cc1ccc(Cl)nc1,CHEMBL71046,IC50,nM,6000.0,IC50,uM,6.0,CHRNA1
N=C1NCCN1Cc1ccc(Cl)nc1,CHEMBL309804,IC50,nM,11000.0,IC50,uM,11.0,CHRNA1
O=[N+]([O-])/C=C1/NCCCN1Cc1ccc(Cl)nc1,CHEMBL2270633,IC50,nM,81000.0,IC50,uM,81.0,CHRNA1
N#C/N=C1\SCCN1Cc1ccc(Cl)nc1,CHEMBL451432,IC50,nM,120000.0,IC50,uM,120.0,CHRNA1
O=[N+]([O-])/N=C1\NCCN1Cc1ccc(Cl)nc1,CHEMBL406819,IC50,nM,300000.0,IC50,uM,300.0,CHRNA1
CN(C)CCCn1c(=O)c(C#N)c(-c2ccccc2)c2ccccc21,CHEMBL2332488,EC50,nM,100000.0,EC50,uM,100.0,CHRNA1
CCC(C)C(=O)N[C@H]1CCN2CCC[C@H]12,CHEMBL2332146,Ki,nM,10000.0,Ki,uM,10.0,CHRNA1
C=CCN(CC=C)CCc1c[nH]c2ccc(OC)cc12,CHEMBL2391541,Ki,nM,10000.0,pKi,,5.0,CHRNA1
CC(N)Cc1c[nH]c2ccccc12,CHEMBL30713,Ki,nM,10000.0,pKi,,5.0,CHRNA1
C=CCN(CC=C)CCc1c[nH]c2ccc(OC)cc12,CHEMBL2391541,Ki,nM,10000.0,pKi,,5.0,CHRNA1
CC(N)Cc1c[nH]c2ccccc12,CHEMBL30713,Ki,nM,10000.0,pKi,,5.0,CHRNA1
Cl.NC1=Nc2ccc(Cl)cc2CN1,CHEMBL2436555,Ki,nM,10000.0,Ki,nM,10000.0,CHRNA1
Cl.NC1=Nc2ccc(Cl)cc2CN1,CHEMBL2436555,Ki,nM,10000.0,Ki,nM,10000.0,CHRNA1
O=S1(=O)c2cc(N3CCN4CCC3CC4)ccc2-c2cccc(F)c21,CHEMBL3235480,Ki,nM,10000.0,Ki,nM,10000.0,CHRNA1
O=S1(=O)c2ccc(F)cc2-c2ccc(N3CCN4CCC3CC4)cc21,CHEMBL3235482,Ki,nM,1000.0,Ki,nM,1000.0,CHRNA1
O=S1(=O)c2ccccc2-c2ccc(N3CCN4CCC3CC4)c(F)c21,CHEMBL3235483,Ki,nM,292.0,Ki,nM,292.0,CHRNA1
O=S1(=O)c2ccccc2-c2c(N3CCN4CCC3CC4)ccc(F)c21,CHEMBL3235484,Ki,nM,10000.0,Ki,nM,10000.0,CHRNA1
O=S1(=O)c2ccc(I)cc2-c2ccc(N3CCN4CCC3CC4)cc21,CHEMBL3235488,Ki,nM,784.0,Ki,nM,784.0,CHRNA1
O=S1(=O)c2cc(N3CCN4CCC3CC4)ccc2-c2cccc(F)c21,CHEMBL3235480,Ki,nM,4000.0,Ki,nM,4000.0,CHRNA1
O=S1(=O)c2ccc(F)cc2-c2ccc(N3CCN4CCC3CC4)cc21,CHEMBL3235482,Ki,nM,8000.0,Ki,nM,8000.0,CHRNA1
O=S1(=O)c2ccccc2-c2ccc(N3CCN4CCC3CC4)c(F)c21,CHEMBL3235483,Ki,nM,838.0,Ki,nM,838.0,CHRNA1
O=S1(=O)c2ccccc2-c2c(N3CCN4CCC3CC4)ccc(F)c21,CHEMBL3235484,Ki,nM,562.0,Ki,nM,562.0,CHRNA1
O=S1(=O)c2ccc(I)cc2-c2ccc(N3CCN4CCC3CC4)cc21,CHEMBL3235488,Ki,nM,6000.0,Ki,nM,6000.0,CHRNA1
c1cncc(OC[C@@H]2CCN2)c1,CHEMBL59986,Ki,nM,314.0,Ki,nM,314.0,CHRNA1
CN[C@]1(C)[C@@H]2CC[C@@H](C2)C1(C)C,CHEMBL1398031,IC50,nM,300.0,IC50,uM,0.3,CHRNA1
